VEHICLE CODE      VEHICLE LITERAL
AUTO-PLYM-AOW      PLYMOUTH ARROW (IMPORTED)
AUTO-PLYM-BAR      PLYMOUTH BARRACUDA
AUTO-PLYM-BEL      PLYMOUTH BELVEDERE
AUTO-PLYM-BRZ      PLYMOUTH BREEZE
AUTO-PLYM-CAM      PLYMOUTH CAMBRIDGE
AUTO-PLYM-CHA      PLYMOUTH CHAMP (IMPORTED)
AUTO-PLYM-CLT      PLYMOUTH COLT (CANADIAN)
AUTO-PLYM-COQ      PLYMOUTH CONQUEST (MODEL YEARS 1984-1986)
AUTO-PLYM-CRA      PLYMOUTH CRANBROOK
AUTO-PLYM-CRK      PLYMOUTH CRICKET (IMPORTED)
AUTO-PLYM-CRL      PLYMOUTH CARAVELLE
AUTO-PLYM-DUS      PLYMOUTH DUSTER
AUTO-PLYM-FUR      PLYMOUTH FURY (ALSO GRAN FURY)
AUTO-PLYM-GTX      PLYMOUTH GTX
AUTO-PLYM-HOR      PLYMOUTH HORIZON (ALSO TC3)
AUTO-PLYM-LAS      PLYMOUTH LAZER
AUTO-PLYM-NEO      PLYMOUTH NEON
AUTO-PLYM-PLA      PLYMOUTH PLAZA
AUTO-PLYM-PRW      PLYMOUTH PROWLER
AUTO-PLYM-REL      PLYMOUTH RELIANT
AUTO-PLYM-RRU      PLYMOUTH ROAD RUNNER
AUTO-PLYM-SAP      PLYMOUTH SAPPORO (IMPORTED)
AUTO-PLYM-SAT      PLYMOUTH SATELLITE
AUTO-PLYM-SAV      PLYMOUTH SAVOY
AUTO-PLYM-SCA      PLYMOUTH SCAMP (VALIANT)
AUTO-PLYM-SIG      PLYMOUTH SIGNET (VALIANT)
AUTO-PLYM-SUB      PLYMOUTH SUBURBAN
AUTO-PLYM-SUN      PLYMOUTH SUNDANCE
AUTO-PLYM-TRL      PLYMOUTH TRAIL DUSTER
AUTO-PLYM-TUR      PLYMOUTH TURISMO
AUTO-PLYM-VAL      PLYMOUTH VALIANT
AUTO-PLYM-VIP      PLYMOUTH VIP
AUTO-PLYM-VOL      PLYMOUTH VOLARE
AUTO-PLYM-VOY      PLYMOUTH VOYAGER
AUTO-PONI-FBD      PONTIAC (CANADIAN) (ALSO SEE M NULL
AUTO-PONI-FRY      PONTIAC (CANADIAN) (ALSO SEE M FIREFLY
AUTO-PONI-GPA      PONTIAC (CANADIAN) (ALSO SEE M GRAND PARISIENNE
AUTO-PONI-LAU      PONTIAC (CANADIAN) (ALSO SEE M LAURENTIAN
AUTO-PONI-PAR      PONTIAC (CANADIAN) (ALSO SEE M PARISIENNE
AUTO-PONI-STR      PONTIAC (CANADIAN) (ALSO SEE M STRATO CHIEF
AUTO-PONI-TEM      PONTIAC (CANADIAN) (ALSO SEE M TEMPEST
AUTO-PONT-200      PONTIAC 2000
AUTO-PONT-2P2      PONTIAC 2+2
AUTO-PONT-600      PONTIAC 6000
AUTO-PONT-AST      PONTIAC ASTRE
AUTO-PONT-AZT      PONTIAC AZTEK
AUTO-PONT-BON      PONTIAC BONNEVILLE
AUTO-PONT-CAT      PONTIAC CATALINA
AUTO-PONT-CHI      PONTIAC CHIEFTAIN
AUTO-PONT-CUS      PONTIAC CUSTOM
AUTO-PONT-DEL      PONTIAC DELUXE
AUTO-PONT-EXE      PONTIAC EXECUTIVE
AUTO-PONT-FBD      PONTIAC FIREBIRD, FIREHAWK, TRANS AM
AUTO-PONT-FIE      PONTIAC FIERO
AUTO-PONT-FRY      PONTIAC FIREFLY
AUTO-PONT-G3       PONTIAC G3
AUTO-PONT-G5       PONTIAC G5
AUTO-PONT-G6       PONTIAC G6
AUTO-PONT-G8       PONTIAC G8
AUTO-PONT-GRA      PONTIAC GRAND PRIX
AUTO-PONT-GRD      PONTIAC GRAND VILLE
AUTO-PONT-GRM      PONTIAC GRAND AM
AUTO-PONT-GTO      PONTIAC GTO
AUTO-PONT-J20      PONTIAC J2000
AUTO-PONT-LEM      PONTIAC LEMANS
AUTO-PONT-MTA      PONTIAC MONTANA
AUTO-PONT-MTZ      PONTIAC MATIZ
AUTO-PONT-PAR      PONTIAC PARISIENNE
AUTO-PONT-PHO      PONTIAC PHOENIX
AUTO-PONT-PUR      PONTIAC PUSRUIT
AUTO-PONT-SAF      PONTIAC SAFARI
AUTO-PONT-SKY      PONTIAC SKY CHIEF
AUTO-PONT-SNF      PONTIAC SUNFIRE
AUTO-PONT-SOL      PONTIAC SOLSTICE
AUTO-PONT-SSE      PONTIAC SSE
AUTO-PONT-STA      PONTIAC STAR CHIEF
AUTO-PONT-STR      PONTIAC STREAMLINER
AUTO-PONT-SUN      PONTIAC SUNBIRD
AUTO-PONT-SUP      PONTIAC SUPER CHIEF
AUTO-PONT-T10      PONTIAC T-1000
AUTO-PONT-TG0      PONTIAC TEMPEST GT0
AUTO-PONT-TOR      PONTIAC TORRENT
AUTO-PONT-TSP      PONTIAC TRANS SPORT
AUTO-PONT-VEN      PONTIAC VENTURA
AUTO-PONT-VIB      PONTIAC VIBE (SPORT WAGON)
AUTO-PONT-WAV      PONTIAC WAVE
AUTO-PORS-130      PORSCHE 1300
AUTO-PORS-150      PORSCHE 1500
AUTO-PORS-160      PORSCHE 1600
AUTO-PORS-356      PORSCHE 356
AUTO-PORS-911      PORSCHE 911
AUTO-PORS-912      PORSCHE 912
AUTO-PORS-914      PORSCHE 914
AUTO-PORS-924      PORSCHE 924
AUTO-PORS-928      PORSCHE 928
AUTO-PORS-930      PORSCHE 930
AUTO-PORS-944      PORSCHE 944
AUTO-PORS-959      PORSCHE NULL
AUTO-PORS-968      PORSCHE 968
AUTO-PORS-BOX      PORSCHE BOXSTER 986
AUTO-PORS-CAB      PORSCHE CABRIOLET
AUTO-PORS-CAR      PORSCHE CARRERA
AUTO-PORS-CAY      PORSCHE CAYMAN
AUTO-PORS-CYN      PORSCHE CAYENNE
AUTO-PORS-KAR      PORSCHE KARMAN
AUTO-PORS-PAN      PORSCHE PANAMERA
AUTO-PORS-STA      PORSCHE STANDARD
AUTO-PORS-SUP      PORSCHE SUPER
AUTO-PORS-TGA      PORSCHE TARGA
AUTO-QVAL-MAN      QVALE AUTOMOTIVE GROUP MANGUSTA
AUTO-RAM-150        NULL
AUTO-RAM-250        NULL
AUTO-RAM-350        NULL
AUTO-RAM-450        NULL
AUTO-RAM-550        NULL
AUTO-RAM-RCV        NULL
AUTO-RAMB-AMB      RAMBLER-MANUFACTURED PRIOR TO AMBASSADOR
AUTO-RAMB-ARN      RAMBLER-MANUFACTURED PRIOR TO AMERICAN (AME FOR REFERENCE ONLY)
AUTO-RAMB-CLA      RAMBLER-MANUFACTURED PRIOR TO CLASSIC
AUTO-RAMB-CUS      RAMBLER-MANUFACTURED PRIOR TO CUSTOM
AUTO-RAMB-DEL      RAMBLER-MANUFACTURED PRIOR TO DELUXE
AUTO-RAMB-SUP      RAMBLER-MANUFACTURED PRIOR TO SUPER
AUTO-RAMB-TYP      RAMBLER-MANUFACTURED PRIOR TO TYPHOON
AUTO-RENA-18       RENAULT 18I
AUTO-RENA-750      RENAULT 750
AUTO-RENA-CRV      RENAULT CARAVELLE
AUTO-RENA-DAU      RENAULT DAUPHINE
AUTO-RENA-EST      RENAULT ESTAFETTE
AUTO-RENA-EXP      RENAULT EXPORT
AUTO-RENA-FGO      RENAULT FUEGO
AUTO-RENA-GON      RENAULT GORDINI
AUTO-RENA-LEC      RENAULT LE CAR
AUTO-RENA-LX       RENAULT LUXE
AUTO-RENA-R10      RENAULT R-10
AUTO-RENA-R12      RENAULT R-12
AUTO-RENA-R15      RENAULT R-15
AUTO-RENA-R16      RENAULT R-16
AUTO-RENA-R17      RENAULT R-17
AUTO-RENA-R4       RENAULT R-4
AUTO-RENA-R5       RENAULT R-5
AUTO-RENA-R8       RENAULT R-8
AUTO-RENA-REO      RENAULT REO
AUTO-REVO-BST      REVO NORTH AMERICA NULL
AUTO-ROCH-ROK      ROCHDALE NULL
AUTO-ROL-CAM       ROLLS-ROYCE CAMARGUE
AUTO-ROL-COR       ROLLS-ROYCE CORNICHE
AUTO-ROL-FPR       ROLLS-ROYCE FLYING SPUR
AUTO-ROL-GHO       ROLLS-ROYCE NULL
AUTO-ROL-MUL       ROLLS-ROYCE MULSANNE
AUTO-ROL-PHA       ROLLS-ROYCE PHANTOM
AUTO-ROL-PHT       ROLLS-ROYCE PHANTOM
AUTO-ROL-PRK       ROLLS-ROYCE PARK WARD
AUTO-ROL-SER       ROLLS-ROYCE SILVER SERAPH
AUTO-ROL-SIC       ROLLS-ROYCE SILVER CLOUD
AUTO-ROL-SID       ROLLS-ROYCE SILVER DAWN
AUTO-ROL-SIS       ROLLS-ROYCE SILVER SHADOW
AUTO-ROL-SIW       ROLLS-ROYCE SILVER WRAITH
AUTO-ROL-SPR       ROLLS-ROYCE SILVER SPUR
AUTO-ROL-SSP       ROLLS-ROYCE SILVER SPIRIT
AUTO-ROOT-ALP      ROOTES ALPINE
AUTO-ROOT-ARR      ROOTES ARROW
AUTO-ROOT-IMP      ROOTES IMP
AUTO-ROOT-TIG      ROOTES TIGER
AUTO-ROV-200       ROVER 2000
AUTO-ROV-25        ROVER ROVER 25
AUTO-ROV-350       ROVER 3500
AUTO-ROV-3L        ROVER 3 LITRE
AUTO-ROV-45        ROVER ROVER 45
AUTO-ROV-75        ROVER ROVER 75
AUTO-ROV-LR        ROVER LAND ROVER
AUTO-ROV-MK4       ROVER MARK IV
AUTO-SAA-900       SAAB 900
AUTO-SAA-90A       SAAB 9000
AUTO-SAA-92        SAAB 92, 9-2X
AUTO-SAA-93        SAAB 93 & 93B
AUTO-SAA-95        SAAB 95
AUTO-SAA-96        SAAB 96
AUTO-SAA-97        SAAB 97, 9-7X
AUTO-SAA-99        SAAB 99
AUTO-SAA-G75       SAAB GT 750
AUTO-SAA-SON       SAAB SONNET
AUTO-SANG-CM6      SANGYONG CM600S
AUTO-SANG-JEP      SANGYONG JEEP
AUTO-SCIO-FRS      SCION NULL
AUTO-SCIO-IQ       SCION NULL
AUTO-SCIO-TC       SCION TC
AUTO-SCIO-XA       SCION XA
AUTO-SCIO-XB       SCION XB
AUTO-SCIO-XD       SCION NULL
AUTO-SHEB-CSX      SHELBY AMERICAN CSX
AUTO-SHEB-G35      SHELBY AMERICAN COBRA GT350
AUTO-SHEB-G50      SHELBY AMERICAN COBRA GT500
AUTO-SHEB-ROD      SHELBY AMERICAN ROADSTER
AUTO-SIM-100       SIMCA 1000 & 1000GL
AUTO-SIM-120       SIMCA 120
AUTO-SIM-ARO       SIMCA ARONDE
AUTO-SIM-BER       SIMCA BERTONE
AUTO-SIM-ETO       SIMCA ETOILE
AUTO-SIM-GLS       SIMCA GLS
AUTO-SIM-VED       SIMCA VEDETTE
AUTO-SIN-CHA       SINGER CHAMOIS
AUTO-SIN-VOG       SINGER VOGUE
AUTO-SKOD-FAB      SKODA FABIA
AUTO-SKOD-OCT      SKODA OCTAVIA
AUTO-SLEE-000      SALEEN, INC. NULL
AUTO-SMRT-CAB      SMART CABRIOLET
AUTO-SMRT-FTW      SMART FORTWO
AUTO-SMRT-PAS      SMART PASSION
AUTO-SMRT-PUR      SMART PURE
AUTO-SOLE-CTV      SOLECTRIA CITI VAN
AUTO-SOLE-FLS      SOLECTRIA FLASH
AUTO-SOLE-FOR      SOLECTRIA FORCE
AUTO-SOLE-SUN      SOLECTRIA SUNRISE
AUTO-STLG-825      STERLING 825
AUTO-STLG-827      STERLING 827
AUTO-STRN-200      SATURN L200
AUTO-STRN-300      SATURN L300
AUTO-STRN-AST      SATURN ASTRA
AUTO-STRN-AUR      SATURN AURA, XE, XR
AUTO-STRN-EV1      SATURN EV1
AUTO-STRN-ION      SATURN ION
AUTO-STRN-LS       SATURN LS
AUTO-STRN-LW       SATURN LW
AUTO-STRN-OUT      SATURN OUTLOOK
AUTO-STRN-RLY      SATURN RELAY
AUTO-STRN-SC       SATURN SC
AUTO-STRN-SKY      SATURN SKY
AUTO-STRN-SL       SATURN SL
AUTO-STRN-SW       SATURN SW
AUTO-STRN-VUE      SATURN VUE
AUTO-STU-AVA       STUDEBAKER AVANTI
AUTO-STU-BRM       STUDEBAKER NULL
AUTO-STU-CHA       STUDEBAKER CHALLENGER
AUTO-STU-CHM       STUDEBAKER CHAMPION
AUTO-STU-COM       STUDEBAKER COMMANDER
AUTO-STU-CRU       STUDEBAKER CRUISER
AUTO-STU-DAY       STUDEBAKER DAYTONA
AUTO-STU-GRA       STUDEBAKER GRAND TURISMO
AUTO-STU-HAW       STUDEBAKER HAWK SERIES
AUTO-STU-LAN       STUDEBAKER LANDALL
AUTO-STU-LAR       STUDEBAKER LARK SERIES
AUTO-STU-PRE       STUDEBAKER PRESIDENT
AUTO-STU-RGL       STUDEBAKER REGAL
AUTO-STU-SCO       STUDEBAKER SCOTSMAN
AUTO-STU-WAG       STUDEBAKER WAGONAIRE
AUTO-SUBA-100      SUBARU 100 SERIES
AUTO-SUBA-110      SUBARU 1100 SERIES
AUTO-SUBA-130      SUBARU 1300 SERIES
AUTO-SUBA-140      SUBARU 1400 SERIES
AUTO-SUBA-160      SUBARU 1600 SERIES
AUTO-SUBA-360      SUBARU 360 (VARIOUS STYLES)
AUTO-SUBA-BJA      SUBARU BAJA
AUTO-SUBA-BRT      SUBARU BRAT
AUTO-SUBA-BRZ      SUBARU NULL
AUTO-SUBA-CTK      SUBARU NULL
AUTO-SUBA-DL       SUBARU DL
AUTO-SUBA-FE2      SUBARU FE
AUTO-SUBA-FOR      SUBARU FORRESTER
AUTO-SUBA-GL       SUBARU GL
AUTO-SUBA-GLF      SUBARU GLF
AUTO-SUBA-IMP      SUBARU IMPREZA
AUTO-SUBA-JUS      SUBARU JUSTY
AUTO-SUBA-LEG      SUBARU LEGACY
AUTO-SUBA-LEO      SUBARU LEONE GL COUPE
AUTO-SUBA-LOY      SUBARU LOYALE
AUTO-SUBA-OUT      SUBARU OUTBACK
AUTO-SUBA-RX       SUBARU RX
AUTO-SUBA-SPT      SUBARU OUTBACK SPORT (STATION WAGON)
AUTO-SUBA-STA      SUBARU STANDER
AUTO-SUBA-SVX      SUBARU SVX
AUTO-SUBA-TRB      SUBARU B9 TRIBECA
AUTO-SUBA-XT6      SUBARU XT6
AUTO-SUBA-XTC      SUBARU XT COUPE
AUTO-SUNB-ALP      SUNBEAM ALPINE
AUTO-SUNB-ARR      SUNBEAM ARROW
AUTO-SUNB-DEL      SUNBEAM DELUXE
AUTO-SUNB-IMP      SUNBEAM IMP
AUTO-SUNB-MIN      SUNBEAM MINX
AUTO-SUNB-RAP      SUNBEAM RAPIER
AUTO-SUNB-TIG      SUNBEAM TIGER
AUTO-SUZI-ARO      SUZUKI AERIO
AUTO-SUZI-EQT      SUZUKI NULL
AUTO-SUZI-EST      SUZUKI ESTEEM
AUTO-SUZI-FNZ      SUZUKI FORENZA (S,EX,LX)
AUTO-SUZI-FOR      SUZUKI FORSA
AUTO-SUZI-GVT      SUZUKI GRAND VITARA
AUTO-SUZI-JIM      SUZUKI NULL
AUTO-SUZI-KIZ      SUZUKI NULL
AUTO-SUZI-RNO      SUZUKI RENO
AUTO-SUZI-SAM      SUZUKI SAMURAI
AUTO-SUZI-SDK      SUZUKI SIDEKICK
AUTO-SUZI-SFT      SUZUKI SWIFT
AUTO-SUZI-SX4      SUZUKI SX4
AUTO-SUZI-VIT      SUZUKI VITARA
AUTO-SUZI-VRN      SUZUKI VERONA
AUTO-SUZI-X90      SUZUKI X90 (SPORT UTILITY VEHICLE)
AUTO-SUZI-XL7      SUZUKI XL-7
AUTO-TESL-RDS       NULL
AUTO-TESL-TS        NULL
AUTO-TOYT-000      TOYOTA PICKUP, THIRD GENERATION, 1978-1983
AUTO-TOYT-4RN      TOYOTA 4RUNNER,  HIGHLANDER
AUTO-TOYT-AVA      TOYOTA AVALON
AUTO-TOYT-AVE      TOYOTA AVENSIS
AUTO-TOYT-CAM      TOYOTA CAMRY
AUTO-TOYT-CAR      TOYOTA CARINA
AUTO-TOYT-CAV      TOYOTA CAVALIER
AUTO-TOYT-COA      TOYOTA COROLLA
AUTO-TOYT-COR      TOYOTA CORONA
AUTO-TOYT-CRE      TOYOTA CRESSIDA
AUTO-TOYT-CRO      TOYOTA CROWN
AUTO-TOYT-CST      TOYOTA CELICA
AUTO-TOYT-ECO      TOYOTA ECHO
AUTO-TOYT-FJC      TOYOTA FJ CRUISER
AUTO-TOYT-HGH      TOYOTA HIGHLANDER
AUTO-TOYT-HLX      TOYOTA HI-LUX
AUTO-TOYT-LCR      TOYOTA LANDCRUISER (LCR FOR REFERENCE  ONLY, USE TRUCK)
AUTO-TOYT-MII      TOYOTA MARK II
AUTO-TOYT-MR2      TOYOTA MR2
AUTO-TOYT-MTX      TOYOTA MATRIX (SPORT WAGON)
AUTO-TOYT-PAS      TOYOTA PASEO
AUTO-TOYT-PRE      TOYOTA PRE RUNNER
AUTO-TOYT-PRI      TOYOTA PRIUS
AUTO-TOYT-PRV      TOYOTA PREVIA
AUTO-TOYT-RAV      TOYOTA RAV4 (SPORTS UTILITY)
AUTO-TOYT-SNA      TOYOTA SIENNA
AUTO-TOYT-SOL      TOYOTA SOLARA
AUTO-TOYT-SQA      TOYOTA SEQUOIA
AUTO-TOYT-SR5      TOYOTA SR5
AUTO-TOYT-STA      TOYOTA STARLET
AUTO-TOYT-SUP      TOYOTA SUPRA
AUTO-TOYT-T10      TOYOTA T10/T-100
AUTO-TOYT-T15      TOYOTA T-150
AUTO-TOYT-TAC      TOYOTA TACOMA
AUTO-TOYT-TER      TOYOTA TERCEL
AUTO-TOYT-TUN      TOYOTA TUNDRA
AUTO-TOYT-VNZ      TOYOTA VENZA
AUTO-TOYT-YAR      TOYOTA YARIS
AUTO-TRIF-ES       TRI FUN OR TRI-FUN, INC. NULL
AUTO-TRIU-120      TRIUMPH 1200
AUTO-TRIU-125      TRIUMPH 1250
AUTO-TRIU-130      TRIUMPH 1300
AUTO-TRIU-200      TRIUMPH 2000
AUTO-TRIU-250      TRIUMPH 250
AUTO-TRIU-GT       TRIUMPH GT SERIES
AUTO-TRIU-HER      TRIUMPH HERALD
AUTO-TRIU-SP6      TRIUMPH SPORT "6"
AUTO-TRIU-SPI      TRIUMPH SPITFIRE
AUTO-TRIU-STA      TRIUMPH STAG
AUTO-TRIU-TR3      TRIUMPH TR-3 & TR-3A
AUTO-TRIU-TR4      TRIUMPH TR-4 & TR-4A
AUTO-TRIU-TR6      TRIUMPH TR6
AUTO-TRIU-TR7      TRIUMPH TR7
AUTO-TRIU-TR8      TRIUMPH TR8
AUTO-TRIU-TRO      TRIUMPH TROPHY
AUTO-TRIU-TUC      TRIUMPH NULL
AUTO-TRIU-TUR      TRIUMPH NULL
AUTO-TRIU-VIT      TRIUMPH VITESSE
AUTO-TVR-TUS       TVR TUSCAN
AUTO-TVR-VIX       TVR VIXEN
AUTO-ULTS-CAN       NULL
AUTO-ULTS-GTR       NULL
AUTO-ULTS-SPY       NULL
AUTO-USEL-LTC      U.S. ELECTRICAR CORP. LECTRIC LEOPARD
AUTO-VACR-M12      VECTOR AEROMOTIVE CORPORATION M12 (SPORTS COUPE)
AUTO-VACR-VEC      VECTOR AEROMOTIVE CORPORATION VECTOR
AUTO-VANG-DEL      VANGUARD (CANADA) DELUXE
AUTO-VANG-ENS      VANGUARD (CANADA) ENSIGN
AUTO-VANG-LUX      VANGUARD (CANADA) LUXURY
AUTO-VANG-MK3      VANGUARD (CANADA) MARK III
AUTO-VAUX-CRE      VAUXHALL CRESTA
AUTO-VAUX-ENV      VAUXHALL ENVOY
AUTO-VAUX-EPC      VAUXHALL EPIC
AUTO-VAUX-FIR      VAUXHALL FIRENZA
AUTO-VAUX-VEL      VAUXHALL VELOX
AUTO-VAUX-VIC      VAUXHALL VICTOR
AUTO-VAUX-VIV      VAUXHALL VIVA
AUTO-VHPG-MVI       NULL
AUTO-VOLK-113      VOLKSWAGEN 113
AUTO-VOLK-120      VOLKSWAGEN 1200
AUTO-VOLK-130      VOLKSWAGEN 1300
AUTO-VOLK-150      VOLKSWAGEN 1500
AUTO-VOLK-412      VOLKSWAGEN 411/412
AUTO-VOLK-BUG      VOLKSWAGEN BEETLE (SUPER BEETLE OR BUG)
AUTO-VOLK-CAB      VOLKSWAGEN CABRIOLET
AUTO-VOLK-CC       VOLKSWAGEN NULL
AUTO-VOLK-COR      VOLKSWAGEN CORRADO
AUTO-VOLK-DAS      VOLKSWAGEN DASHER
AUTO-VOLK-E0S      VOLKSWAGEN NULL
AUTO-VOLK-EOS      VOLKSWAGEN EOS
AUTO-VOLK-EUR      VOLKSWAGEN EUROVAN
AUTO-VOLK-FB       VOLKSWAGEN FASTBACK
AUTO-VOLK-FOX      VOLKSWAGEN FOX
AUTO-VOLK-GLI      VOLKSWAGEN NULL
AUTO-VOLK-GOL      VOLKSWAGEN GOLF
AUTO-VOLK-GTI      VOLKSWAGEN GTI
AUTO-VOLK-JET      VOLKSWAGEN JETTA
AUTO-VOLK-KAR      VOLKSWAGEN KARMANN GHIA
AUTO-VOLK-KOM      VOLKSWAGEN KOMBI
AUTO-VOLK-MCB      VOLKSWAGEN MICROBUS
AUTO-VOLK-PAS      VOLKSWAGEN PASSAT
AUTO-VOLK-PHA      VOLKSWAGEN PHAETON
AUTO-VOLK-PNT      VOLKSWAGEN POINTER
AUTO-VOLK-POL      VOLKSWAGEN POLO
AUTO-VOLK-QTM      VOLKSWAGEN QUANTUM
AUTO-VOLK-R32      VOLKSWAGEN R32
AUTO-VOLK-RAB      VOLKSWAGEN RABBIT
AUTO-VOLK-RTN      VOLKSWAGEN NULL
AUTO-VOLK-SB       VOLKSWAGEN SQUAREBACK
AUTO-VOLK-SCI      VOLKSWAGEN SCIROCCO
AUTO-VOLK-SUR      VOLKSWAGEN SUNROOF
AUTO-VOLK-TGN      VOLKSWAGEN NULL
AUTO-VOLK-THI      VOLKSWAGEN THE THING
AUTO-VOLK-TRG      VOLKSWAGEN TOUAREG
AUTO-VOLK-TRN      VOLKSWAGEN TOURAN
AUTO-VOLK-TSP      VOLKSWAGEN TRANSPORTER
AUTO-VOLK-VAR      VOLKSWAGEN VARIANT
AUTO-VOLK-VGN      VOLKSWAGEN VANAGON
AUTO-VOLV-122      VOLVO 122 SERIES
AUTO-VOLV-140      VOLVO 140 SERIES
AUTO-VOLV-164      VOLVO 164 SERIES
AUTO-VOLV-180      VOLVO 1800 SERIES
AUTO-VOLV-190      VOLVO P1900
AUTO-VOLV-200      VOLVO 200 SERIES
AUTO-VOLV-240      VOLVO 240 SERIES
AUTO-VOLV-245      VOLVO 245 SERIES
AUTO-VOLV-260      VOLVO 260 SERIES
AUTO-VOLV-444      VOLVO PV444
AUTO-VOLV-544      VOLVO PV544
AUTO-VOLV-740      VOLVO 740 SERIES
AUTO-VOLV-745      VOLVO 745 SERIES
AUTO-VOLV-760      VOLVO 760
AUTO-VOLV-765      VOLVO 765 SERIES
AUTO-VOLV-780      VOLVO 780 SERIES
AUTO-VOLV-850      VOLVO 850 SERIES
AUTO-VOLV-940      VOLVO 940
AUTO-VOLV-960      VOLVO 960
AUTO-VOLV-C30      VOLVO NULL
AUTO-VOLV-C70      VOLVO C70
AUTO-VOLV-COB      VOLVO COMBI
AUTO-VOLV-DL       VOLVO DL
AUTO-VOLV-GL       VOLVO GL
AUTO-VOLV-GLE      VOLVO GLE
AUTO-VOLV-GLT      VOLVO GLT
AUTO-VOLV-S40      VOLVO S40
AUTO-VOLV-S60      VOLVO S60
AUTO-VOLV-S70      VOLVO S70
AUTO-VOLV-S80      VOLVO S80
AUTO-VOLV-S90      VOLVO S90
AUTO-VOLV-SPO      VOLVO SPORT
AUTO-VOLV-V40      VOLVO V40
AUTO-VOLV-V50      VOLVO V50 (SPORT WAGON)
AUTO-VOLV-V70      VOLVO V70
AUTO-VOLV-V90      VOLVO V90
AUTO-VOLV-XC6      VOLVO NULL
AUTO-VOLV-XC7      VOLVO XC70
AUTO-VOLV-XC9      VOLVO XC90
AUTO-WART-DOG      WARTBURG NULL
AUTO-WESF-000      WESTFIELD SPORTSCARS NULL
AUTO-WHGO-WHP      WHEEGO ELECTRIC CARS NULL
AUTO-ZAPP-XBA      ZAP (ZERO AIR POLLUTION) NULL
AUTO-ZCZY-YUG      ZASTAVIA (ZCZ-YUGOSLAVIA) NULL
AUTO-ZINI-000      ZINI AMERICA, LLC NULL
AUTO-ZMCC-GLD      ZIMMER MOTOR CAR CO GOLDEN SPIRIT
AUTO-ZMCC-QCK      ZIMMER MOTOR CAR CO QUICK SILVER
MOTO-ADLY-CYL      ADLY MOTO, LLC NULL
MOTO-AEAG-CYL      AMERICAN EAGLE (ALSO SEE MAKE MOTORCYCLE
MOTO-AEON-CYL      AEON MOTOR CO., INC NULL
MOTO-AGYL-CYL      ARGYLE MOTORCYCLE
MOTO-AHBI-CYL       NULL
MOTO-AIH-CYL       AMERICAN IRONHORSE MOTORCYCLES MOTORCYCLE
MOTO-AIMX-CYL      AIM-EX OR TAOTAO IND., CO., LTD. NULL
MOTO-AJS-CYL       AJS (UNITED KINGDOM) MOTORCYCLE
MOTO-AJW-CYL       AJW MOTORCYCLE
MOTO-ALED-CYL      ALLIED MOTORCYCLE
MOTO-ALEX-CYL      ALEXANDER-REYNOLDS CORP. MOTORCYCLE
MOTO-ALLL-CYL      ALLIED LEISURE, INC. MOTORCYCLE
MOTO-ALOU-CYL      ALOUTTE MOTORCYCLE
MOTO-ALPH-CYL      ALPHA MOTORCYCLE
MOTO-ALSP-CYL      ALSPORT/STEEN (ALSO SEE TRI-SP MOTORCYCLE
MOTO-AMBA-CYL      AMBASSADOR MOTORCYCLE
MOTO-AMDB-CYL      AMERICAN DIRT BIKE, INC MOTORCYCLE
MOTO-AMEN-CYL      AMEN MOTORCYCLE
MOTO-AMF-CYL       AMF LAWN & GARDEN DIV.AMF, INC MOTORCYCLE
MOTO-AMI-CYL       AMERICAN MICROCAR, INC. MOTORCYCLE
MOTO-AMLF-CYL      AMERICAN LIFAN IND INC MOTORCYCLE
MOTO-AMME-CYL      AMMEX MOTORCYCLE
MOTO-AMPF-CYL      AMERICAN PERFORMANCE CYCLE MOTORCYCLE
MOTO-AMPT-CYL      AMPHICAT MOTORCYCLE
MOTO-AMQT-CYL      AMQT MOTORCYCLE
MOTO-ANGL-CYL      ANGEL MOTORCYCLE
MOTO-APRI-CYL      APRILIA MOTORCYCLES MOTORCYCLE
MOTO-APSP-CYL      APOLLO SPORTING PRODUCTS CO., LTD. OR ZHEJIANG APOLLO SPORTING PRODUCTS CO., LTD NULL
MOTO-ARCA-CYL      ARCTIC CAT MOTORCYCLE
MOTO-ARGG-CYL      ARGO MOTORCYCLE
MOTO-ARIE-CYL      ARIEL (BRITISH) MOTORCYCLE
MOTO-ARTI-CYL      ARTIE MOTORCYCLE
MOTO-ASPS-CYL      ASPES MOTORCYCLE
MOTO-ATAS-CYL      ATLAS MOTORCYCLE
MOTO-ATEX-CYL      ATTEX MOTORCYCLE
MOTO-ATK-CYL       ATK AMERICA INC MOTORCYCLE
MOTO-ATV-CYL       ALL TERRAIN VEHICLE (FOR FURTH MOTORCYCLE
MOTO-AUG-CYL       AUGUSTANA MOTORCYCLE
MOTO-AURA-CYL      AURANTHETIC CHARGER MOTORCYCLE
MOTO-AVAN-CYL      AVANTI MOTORCYCLE
MOTO-BACR-CYL      BACKROAD CHOPPERS OR BACKROAD CHOPPERS, LLC NULL
MOTO-BAJA-CYL      BAJA USA MOTORCYCLE
MOTO-BALK-CYL      BALKAN MOTORCYCLE
MOTO-BANM-CYL      BANTAM MOTORCYCLE
MOTO-BAOT-CYL       NULL
